customer_id,age_group,income_level,occupation,risk_tolerance,transaction_date,transaction_month,products,product_categories,total_amount
C0339,36-40,高,公务员,进取型,2025-02-16,2025-02,"活期存款,消费贷款,年金,信用卡,基金","存款类,信贷类,保障类,信贷类,投资类",795386
C0113,31-35,低,个体户,稳健型,2025-10-30,2025-10,"股票,信用卡","投资类,信贷类",52750
C0321,36-40,高,公务员,保守型,2025-10-09,2025-10,活期存款,存款类,59243
C0489,36-40,高,退休人员,进取型,2025-07-19,2025-07,"基金,活期存款,理财产品,保险,外汇","投资类,存款类,投资类,保障类,投资类",1152829
C0235,25-30,高,企业职员,进取型,2025-11-06,2025-11,"信用卡,理财产品,活期存款","信贷类,投资类,存款类",301698
C0110,25-30,中,个体户,保守型,2025-10-13,2025-10,"保险,信用卡,消费贷款","保障类,信贷类,信贷类",637011
C0106,41-45,高,企业职员,稳健型,2025-11-16,2025-11,"理财产品,保险","投资类,保障类",110120
C0306,46-50,低,公务员,进取型,2025-05-28,2025-05,"贵金属,保险","投资类,保障类",32661
C0361,46-50,低,自由职业,保守型,2025-06-29,2025-06,国债,投资类,72734
C0418,25-30,中,企业职员,进取型,2025-06-12,2025-06,"理财产品,信用卡,基金,股票","投资类,信贷类,投资类,投资类",220658
C0279,31-35,中,公务员,稳健型,2025-05-23,2025-05,"活期存款,定期存款,消费贷款","存款类,存款类,信贷类",310472
C0346,31-35,中,退休人员,稳健型,2025-12-01,2025-12,"定期存款,住房贷款,保险","存款类,信贷类,保障类",371453
C0285,41-45,中,公务员,稳健型,2025-03-12,2025-03,保险,保障类,56048
C0072,36-40,低,公务员,稳健型,2025-08-14,2025-08,"外汇,信用卡,大额存单,理财产品,消费贷款","投资类,信贷类,存款类,投资类,信贷类",312633
C0489,36-40,高,退休人员,进取型,2025-06-06,2025-06,"活期存款,保险","存款类,保障类",164141
C0446,25-30,高,企业职员,进取型,2025-10-28,2025-10,"理财产品,消费贷款,住房贷款","投资类,信贷类,信贷类",857235
C0218,41-45,高,公务员,稳健型,2025-11-26,2025-11,"定期存款,国债","存款类,投资类",108184
C0282,36-40,中,企业职员,稳健型,2025-06-04,2025-06,"年金,基金","保障类,投资类",67403
C0087,31-35,中,公务员,保守型,2025-02-02,2025-02,"活期存款,保险,年金","存款类,保障类,保障类",93461
C0410,31-35,低,退休人员,进取型,2025-03-23,2025-03,"信用卡,基金,年金","信贷类,投资类,保障类",100217
C0295,41-45,低,个体户,稳健型,2025-12-08,2025-12,"信用卡,消费贷款,基金,国债","信贷类,信贷类,投资类,投资类",204102
C0422,25-30,高,自由职业,稳健型,2025-05-01,2025-05,"年金,活期存款,贵金属,基金","保障类,存款类,投资类,投资类",733140
C0355,25-30,低,企业职员,进取型,2025-02-06,2025-02,"信用卡,股票,外汇,基金,贵金属","信贷类,投资类,投资类,投资类,投资类",213426
C0034,25-30,低,自由职业,保守型,2025-07-31,2025-07,"基金,定期存款","投资类,存款类",175765
C0331,31-35,低,自由职业,保守型,2025-09-03,2025-09,保险,保障类,5441
C0412,25-30,中,企业职员,进取型,2025-11-02,2025-11,"基金,年金","投资类,保障类",72076
C0402,25-30,中,企业职员,进取型,2025-01-26,2025-01,"国债,住房贷款,理财产品","投资类,信贷类,投资类",501617
C0275,31-35,低,个体户,保守型,2025-12-28,2025-12,"国债,理财产品,信用卡","投资类,投资类,信贷类",58768
C0304,31-35,高,个体户,稳健型,2025-08-08,2025-08,"基金,活期存款,信用卡","投资类,存款类,信贷类",366497
C0225,31-35,高,企业职员,保守型,2025-08-04,2025-08,"信用卡,住房贷款,消费贷款,理财产品","信贷类,信贷类,信贷类,投资类",1007400
C0253,31-35,中,企业职员,进取型,2025-02-18,2025-02,"理财产品,股票,基金","投资类,投资类,投资类",463090
C0269,25-30,低,退休人员,保守型,2025-10-25,2025-10,"消费贷款,信用卡,定期存款,理财产品,活期存款","信贷类,信贷类,存款类,投资类,存款类",102502
C0341,46-50,中,个体户,稳健型,2025-03-05,2025-03,"保险,信用卡","保障类,信贷类",91816
C0194,25-30,低,个体户,保守型,2025-07-11,2025-07,"定期存款,国债,理财产品,基金","存款类,投资类,投资类,投资类",140729
C0356,31-35,中,企业职员,保守型,2025-07-04,2025-07,"信用卡,定期存款","信贷类,存款类",275119
C0280,25-30,高,企业职员,保守型,2025-12-29,2025-12,"保险,基金,消费贷款,年金","保障类,投资类,信贷类,保障类",421830
C0346,31-35,中,退休人员,稳健型,2025-12-02,2025-12,"理财产品,活期存款","投资类,存款类",226514
C0485,31-35,高,公务员,保守型,2025-11-22,2025-11,"国债,基金,活期存款","投资类,投资类,存款类",397646
C0080,36-40,低,企业职员,保守型,2025-12-09,2025-12,"国债,活期存款,信用卡","投资类,存款类,信贷类",78862
C0377,31-35,中,公务员,稳健型,2025-06-22,2025-06,保险,保障类,45400
C0191,31-35,中,企业职员,稳健型,2025-02-12,2025-02,"定期存款,年金,活期存款","存款类,保障类,存款类",71047
C0386,41-45,低,公务员,保守型,2025-12-30,2025-12,"活期存款,理财产品","存款类,投资类",58865
C0278,36-40,低,自由职业,保守型,2025-04-03,2025-04,"消费贷款,定期存款,信用卡,活期存款,基金","信贷类,存款类,信贷类,存款类,投资类",396541
C0255,31-35,中,自由职业,保守型,2025-10-06,2025-10,信用卡,信贷类,380595
C0069,41-45,高,公务员,进取型,2025-07-09,2025-07,"股票,理财产品,国债","投资类,投资类,投资类",798660
C0253,31-35,中,企业职员,进取型,2025-09-28,2025-09,"消费贷款,股票,理财产品","信贷类,投资类,投资类",272212
C0218,41-45,高,公务员,稳健型,2025-08-20,2025-08,"基金,理财产品,保险","投资类,投资类,保障类",191547
C0369,41-45,中,企业职员,稳健型,2025-06-05,2025-06,"定期存款,信托,贵金属,基金","存款类,投资类,投资类,投资类",593000
C0359,36-40,中,企业职员,保守型,2025-03-02,2025-03,"活期存款,基金,大额存单,定期存款,消费贷款","存款类,投资类,存款类,存款类,信贷类",584908
C0178,31-35,中,个体户,稳健型,2025-10-11,2025-10,信用卡,信贷类,66723
C0320,31-35,高,企业职员,稳健型,2025-05-07,2025-05,"股票,住房贷款,活期存款","投资类,信贷类,存款类",2101787
C0207,36-40,高,企业职员,稳健型,2025-01-16,2025-01,定期存款,存款类,61354
C0341,46-50,中,个体户,稳健型,2025-11-25,2025-11,基金,投资类,55511
C0137,36-40,中,企业职员,稳健型,2025-06-28,2025-06,"定期存款,活期存款,信用卡","存款类,存款类,信贷类",166844
C0118,31-35,高,企业职员,进取型,2025-04-16,2025-04,"股票,保险","投资类,保障类",150771
C0211,25-30,中,企业职员,进取型,2025-03-15,2025-03,"理财产品,定期存款,贵金属","投资类,存款类,投资类",102927
C0378,36-40,高,自由职业,进取型,2025-06-13,2025-06,"贵金属,基金,股票,信用卡,国债","投资类,投资类,投资类,信贷类,投资类",507575
C0201,41-45,中,公务员,稳健型,2025-05-05,2025-05,"住房贷款,保险,基金","信贷类,保障类,投资类",304650
C0119,25-30,高,公务员,进取型,2025-11-05,2025-11,"定期存款,外汇,理财产品,保险","存款类,投资类,投资类,保障类",459107
C0359,36-40,中,企业职员,保守型,2025-09-14,2025-09,"定期存款,年金,大额存单,信用卡,活期存款","存款类,保障类,存款类,信贷类,存款类",311255
C0373,31-35,中,企业职员,稳健型,2025-05-14,2025-05,"住房贷款,消费贷款,基金","信贷类,信贷类,投资类",375797
C0396,31-35,中,公务员,稳健型,2025-11-16,2025-11,"股票,保险","投资类,保障类",138732
C0406,36-40,低,公务员,进取型,2025-06-30,2025-06,"基金,国债","投资类,投资类",139475
C0399,25-30,低,个体户,稳健型,2025-08-25,2025-08,"理财产品,住房贷款,消费贷款,基金","投资类,信贷类,信贷类,投资类",99936
C0171,41-45,中,企业职员,稳健型,2025-12-04,2025-12,"消费贷款,定期存款","信贷类,存款类",235778
C0435,36-40,低,企业职员,保守型,2025-05-05,2025-05,"活期存款,信用卡","存款类,信贷类",61890
C0315,31-35,中,企业职员,稳健型,2025-10-12,2025-10,"信用卡,住房贷款","信贷类,信贷类",403769
C0364,41-45,中,企业职员,进取型,2025-05-29,2025-05,"信用卡,活期存款,国债","信贷类,存款类,投资类",251257
C0367,46-50,低,退休人员,保守型,2025-12-09,2025-12,"信用卡,活期存款,定期存款","信贷类,存款类,存款类",98728
C0013,36-40,低,退休人员,稳健型,2025-06-11,2025-06,"活期存款,信用卡,大额存单,定期存款,消费贷款","存款类,信贷类,存款类,存款类,信贷类",138872
C0118,31-35,高,企业职员,进取型,2025-12-18,2025-12,"消费贷款,基金,信用卡","信贷类,投资类,信贷类",538795
C0313,46-50,高,退休人员,稳健型,2025-05-17,2025-05,"贵金属,消费贷款,信用卡","投资类,信贷类,信贷类",1062988
C0363,46-50,高,公务员,进取型,2025-12-01,2025-12,理财产品,投资类,57866
C0260,31-35,高,企业职员,稳健型,2025-11-10,2025-11,"理财产品,消费贷款","投资类,信贷类",1006093
C0437,36-40,中,企业职员,稳健型,2025-04-09,2025-04,"活期存款,保险","存款类,保障类",107030
C0007,36-40,高,企业职员,进取型,2025-08-20,2025-08,"理财产品,信托,信用卡,股票,基金","投资类,投资类,信贷类,投资类,投资类",1127155
C0466,41-45,高,企业职员,进取型,2025-03-13,2025-03,"外汇,定期存款,基金","投资类,存款类,投资类",498099
C0148,25-30,低,企业职员,稳健型,2025-06-12,2025-06,"理财产品,保险,活期存款","投资类,保障类,存款类",52966
C0304,31-35,高,个体户,稳健型,2025-06-17,2025-06,信用卡,信贷类,97333
C0024,41-45,中,个体户,稳健型,2025-07-20,2025-07,"信用卡,贵金属,消费贷款","信贷类,投资类,信贷类",339283
C0220,41-45,高,企业职员,稳健型,2025-05-13,2025-05,大额存单,存款类,36924
C0130,31-35,高,退休人员,稳健型,2025-08-06,2025-08,"活期存款,信用卡,外汇,理财产品,定期存款","存款类,信贷类,投资类,投资类,存款类",2658128
C0475,36-40,低,企业职员,稳健型,2025-02-18,2025-02,"活期存款,理财产品,保险,信用卡","存款类,投资类,保障类,信贷类",167882
C0157,36-40,中,公务员,稳健型,2025-07-17,2025-07,"信用卡,消费贷款,活期存款,股票","信贷类,信贷类,存款类,投资类",771670
C0090,25-30,中,自由职业,稳健型,2025-04-27,2025-04,基金,投资类,310309
C0244,41-45,中,企业职员,稳健型,2025-11-04,2025-11,"定期存款,理财产品,活期存款,外汇,保险","存款类,投资类,存款类,投资类,保障类",361608
C0293,25-30,低,公务员,进取型,2025-07-31,2025-07,"理财产品,年金,活期存款,股票,信用卡","投资类,保障类,存款类,投资类,信贷类",174474
C0384,41-45,中,公务员,保守型,2025-02-11,2025-02,"基金,理财产品,大额存单,活期存款","投资类,投资类,存款类,存款类",270266
C0365,36-40,中,企业职员,稳健型,2025-07-01,2025-07,"贵金属,信用卡,定期存款,年金,大额存单","投资类,信贷类,存款类,保障类,存款类",564850
C0251,31-35,中,自由职业,稳健型,2025-09-20,2025-09,"保险,基金","保障类,投资类",39550
C0437,36-40,中,企业职员,稳健型,2025-03-26,2025-03,贵金属,投资类,75502
C0053,25-30,低,公务员,稳健型,2025-08-21,2025-08,"理财产品,大额存单","投资类,存款类",30507
C0040,36-40,高,企业职员,进取型,2025-06-02,2025-06,"活期存款,基金","存款类,投资类",262926
C0120,25-30,中,退休人员,稳健型,2025-07-08,2025-07,"活期存款,年金","存款类,保障类",35173
C0215,25-30,中,公务员,保守型,2025-09-02,2025-09,"活期存款,住房贷款,大额存单,消费贷款","存款类,信贷类,存款类,信贷类",195357
C0191,31-35,中,企业职员,稳健型,2025-01-26,2025-01,活期存款,存款类,53701
C0238,41-45,中,个体户,稳健型,2025-01-18,2025-01,"股票,理财产品","投资类,投资类",229866
C0226,31-35,低,企业职员,稳健型,2025-11-20,2025-11,"基金,信用卡,保险","投资类,信贷类,保障类",60630
C0126,36-40,中,企业职员,进取型,2025-01-09,2025-01,"股票,信用卡","投资类,信贷类",147904
C0442,31-35,中,个体户,稳健型,2025-03-10,2025-03,"活期存款,保险","存款类,保障类",53146
C0203,36-40,低,退休人员,稳健型,2025-01-11,2025-01,定期存款,存款类,22046
C0321,36-40,高,公务员,保守型,2025-10-30,2025-10,"基金,活期存款,保险,定期存款","投资类,存款类,保障类,存款类",717902
C0273,46-50,中,退休人员,稳健型,2025-11-30,2025-11,"贵金属,活期存款,基金,消费贷款,信用卡","投资类,存款类,投资类,信贷类,信贷类",761819
C0427,36-40,低,公务员,保守型,2025-10-17,2025-10,"消费贷款,保险","信贷类,保障类",52385
C0417,46-50,高,企业职员,进取型,2025-09-16,2025-09,"活期存款,保险,理财产品","存款类,保障类,投资类",649061
C0098,41-45,高,退休人员,稳健型,2025-04-14,2025-04,"国债,理财产品","投资类,投资类",310355
C0021,41-45,高,企业职员,保守型,2025-05-28,2025-05,"年金,国债","保障类,投资类",712539
C0449,36-40,中,企业职员,保守型,2025-08-14,2025-08,活期存款,存款类,75406
C0435,36-40,低,企业职员,保守型,2025-07-10,2025-07,基金,投资类,62036
C0154,36-40,低,自由职业,进取型,2025-10-04,2025-10,"基金,国债,保险","投资类,投资类,保障类",179384
C0237,31-35,低,企业职员,进取型,2025-09-10,2025-09,"住房贷款,保险,定期存款","信贷类,保障类,存款类",49415
C0304,31-35,高,个体户,稳健型,2025-04-12,2025-04,"理财产品,定期存款,保险","投资类,存款类,保障类",585341
C0133,25-30,高,自由职业,进取型,2025-01-25,2025-01,"活期存款,外汇","存款类,投资类",331077
C0097,41-45,高,企业职员,稳健型,2025-10-09,2025-10,"活期存款,保险,国债","存款类,保障类,投资类",297968
C0090,25-30,中,自由职业,稳健型,2025-01-06,2025-01,信用卡,信贷类,161591
C0040,36-40,高,企业职员,进取型,2025-06-17,2025-06,"保险,贵金属","保障类,投资类",216516
C0389,41-45,高,企业职员,稳健型,2025-04-14,2025-04,"定期存款,基金,信用卡,活期存款","存款类,投资类,信贷类,存款类",1032949
C0370,41-45,高,个体户,稳健型,2025-04-16,2025-04,"保险,活期存款,定期存款,信用卡,理财产品","保障类,存款类,存款类,信贷类,投资类",928033
C0239,31-35,高,公务员,稳健型,2025-05-09,2025-05,基金,投资类,222007
C0391,31-35,中,个体户,稳健型,2025-01-09,2025-01,"理财产品,保险","投资类,保障类",97900
C0318,36-40,中,个体户,进取型,2025-01-10,2025-01,"理财产品,国债","投资类,投资类",290714
C0049,46-50,高,公务员,稳健型,2025-08-31,2025-08,信用卡,信贷类,583613
C0093,31-35,低,企业职员,保守型,2025-05-17,2025-05,"理财产品,活期存款","投资类,存款类",104917
C0370,41-45,高,个体户,稳健型,2025-07-27,2025-07,大额存单,存款类,25684
C0059,36-40,中,企业职员,稳健型,2025-06-05,2025-06,"理财产品,外汇","投资类,投资类",128394
C0453,31-35,低,个体户,稳健型,2025-12-24,2025-12,国债,投资类,79652
C0228,31-35,中,公务员,稳健型,2025-10-07,2025-10,"定期存款,活期存款","存款类,存款类",185994
C0460,25-30,低,自由职业,保守型,2025-09-04,2025-09,"基金,保险","投资类,保障类",65503
C0321,36-40,高,公务员,保守型,2025-10-29,2025-10,"定期存款,基金,信用卡,大额存单,保险","存款类,投资类,信贷类,存款类,保障类",1042797
C0305,25-30,中,公务员,稳健型,2025-06-20,2025-06,基金,投资类,72922
C0111,25-30,高,企业职员,稳健型,2025-05-26,2025-05,"理财产品,信用卡,活期存款,股票,信托","投资类,信贷类,存款类,投资类,投资类",1370784
C0102,31-35,高,企业职员,保守型,2025-01-02,2025-01,"基金,定期存款","投资类,存款类",763498
C0272,46-50,中,个体户,保守型,2025-07-01,2025-07,"保险,理财产品,贵金属,国债,基金","保障类,投资类,投资类,投资类,投资类",752065
C0050,41-45,高,自由职业,进取型,2025-05-23,2025-05,"信用卡,活期存款","信贷类,存款类",534774
C0044,36-40,中,公务员,保守型,2025-04-21,2025-04,"年金,定期存款,住房贷款","保障类,存款类,信贷类",391182
C0195,31-35,高,个体户,进取型,2025-03-01,2025-03,"住房贷款,基金,信用卡,理财产品,活期存款","信贷类,投资类,信贷类,投资类,存款类",546504
C0441,36-40,高,企业职员,稳健型,2025-01-30,2025-01,"住房贷款,信用卡","信贷类,信贷类",536128
C0491,25-30,中,自由职业,稳健型,2025-06-30,2025-06,"保险,理财产品","保障类,投资类",52170
C0437,36-40,中,企业职员,稳健型,2025-01-12,2025-01,"消费贷款,信用卡,定期存款","信贷类,信贷类,存款类",451927
C0114,36-40,高,企业职员,稳健型,2025-10-28,2025-10,"基金,国债,活期存款,消费贷款","投资类,投资类,存款类,信贷类",1378416
C0254,46-50,低,自由职业,进取型,2025-09-16,2025-09,国债,投资类,50873
C0166,31-35,高,公务员,稳健型,2025-01-04,2025-01,活期存款,存款类,62155
C0314,25-30,低,公务员,保守型,2025-06-18,2025-06,"定期存款,信用卡","存款类,信贷类",59407
C0030,41-45,中,自由职业,稳健型,2025-04-11,2025-04,"保险,基金,活期存款","保障类,投资类,存款类",390442
C0080,36-40,低,企业职员,保守型,2025-12-09,2025-12,"大额存单,定期存款,信用卡","存款类,存款类,信贷类",141980
C0492,36-40,中,企业职员,稳健型,2025-12-29,2025-12,"国债,外汇","投资类,投资类",125381
C0405,46-50,高,个体户,进取型,2025-01-07,2025-01,"消费贷款,国债,活期存款,年金,保险","信贷类,投资类,存款类,保障类,保障类",617405
C0033,25-30,中,企业职员,保守型,2025-07-19,2025-07,"活期存款,贵金属,消费贷款,年金","存款类,投资类,信贷类,保障类",328408
C0067,41-45,高,个体户,进取型,2025-04-25,2025-04,"活期存款,保险","存款类,保障类",413964
C0287,31-35,高,个体户,进取型,2025-02-05,2025-02,"基金,消费贷款,信托,定期存款","投资类,信贷类,投资类,存款类",948546
C0431,25-30,低,企业职员,保守型,2025-05-11,2025-05,"保险,住房贷款,股票,基金","保障类,信贷类,投资类,投资类",117810
C0181,46-50,低,企业职员,稳健型,2025-02-20,2025-02,"活期存款,股票","存款类,投资类",61094
C0207,36-40,高,企业职员,稳健型,2025-05-28,2025-05,"股票,住房贷款","投资类,信贷类",1092054
C0288,41-45,高,个体户,进取型,2025-04-16,2025-04,"信用卡,理财产品,基金","信贷类,投资类,投资类",556184
C0470,36-40,中,企业职员,稳健型,2025-01-11,2025-01,"住房贷款,基金,活期存款,定期存款,理财产品","信贷类,投资类,存款类,存款类,投资类",238064
C0485,31-35,高,公务员,保守型,2025-06-02,2025-06,"活期存款,理财产品","存款类,投资类",259267
C0291,41-45,低,企业职员,稳健型,2025-08-03,2025-08,"国债,基金,理财产品,活期存款","投资类,投资类,投资类,存款类",126083
C0355,25-30,低,企业职员,进取型,2025-01-31,2025-01,"基金,消费贷款,国债,住房贷款","投资类,信贷类,投资类,信贷类",158620
C0117,46-50,中,企业职员,进取型,2025-01-08,2025-01,理财产品,投资类,75055
C0450,41-45,低,企业职员,保守型,2025-08-28,2025-08,"定期存款,住房贷款","存款类,信贷类",48558
C0215,25-30,中,公务员,保守型,2025-09-15,2025-09,"理财产品,信用卡,大额存单,定期存款","投资类,信贷类,存款类,存款类",443179
C0128,46-50,高,个体户,稳健型,2025-03-27,2025-03,"理财产品,基金,国债","投资类,投资类,投资类",429991
C0194,25-30,低,个体户,保守型,2025-01-19,2025-01,"住房贷款,保险","信贷类,保障类",27845
C0437,36-40,中,企业职员,稳健型,2025-06-12,2025-06,"大额存单,定期存款","存款类,存款类",51734
C0308,46-50,中,退休人员,保守型,2025-05-04,2025-05,"保险,住房贷款,信用卡,活期存款,理财产品","保障类,信贷类,信贷类,存款类,投资类",303149
C0390,36-40,中,自由职业,进取型,2025-09-29,2025-09,"保险,理财产品,国债","保障类,投资类,投资类",330532
C0119,25-30,高,公务员,进取型,2025-09-15,2025-09,年金,保障类,18222
C0167,25-30,低,企业职员,保守型,2025-06-14,2025-06,"贵金属,股票,保险,活期存款","投资类,投资类,保障类,存款类",99201
C0043,25-30,中,公务员,保守型,2025-12-29,2025-12,"定期存款,保险,理财产品","存款类,保障类,投资类",153055
C0188,46-50,高,企业职员,进取型,2025-01-31,2025-01,"活期存款,理财产品","存款类,投资类",315628
C0108,31-35,低,企业职员,稳健型,2025-02-22,2025-02,"理财产品,活期存款,基金","投资类,存款类,投资类",247721
C0143,46-50,中,个体户,进取型,2025-11-10,2025-11,"理财产品,保险,年金","投资类,保障类,保障类",163443
C0478,31-35,低,企业职员,进取型,2025-08-19,2025-08,股票,投资类,33070
C0424,31-35,低,企业职员,保守型,2025-12-18,2025-12,理财产品,投资类,28794
C0356,31-35,中,企业职员,保守型,2025-04-01,2025-04,定期存款,存款类,18196
C0186,36-40,中,个体户,稳健型,2025-11-07,2025-11,"活期存款,大额存单","存款类,存款类",135092
C0104,46-50,中,个体户,稳健型,2025-04-18,2025-04,"保险,股票","保障类,投资类",216752
C0473,41-45,高,企业职员,稳健型,2025-07-13,2025-07,"信用卡,大额存单,保险,消费贷款,股票","信贷类,存款类,保障类,信贷类,投资类",656807
C0241,25-30,中,企业职员,稳健型,2025-10-23,2025-10,股票,投资类,50663
C0374,31-35,低,公务员,稳健型,2025-08-27,2025-08,"活期存款,股票","存款类,投资类",39496
C0173,41-45,中,企业职员,稳健型,2025-04-15,2025-04,"基金,保险,信用卡,活期存款","投资类,保障类,信贷类,存款类",356325
C0221,31-35,中,企业职员,保守型,2025-12-30,2025-12,"大额存单,活期存款","存款类,存款类",159605
C0131,36-40,中,退休人员,进取型,2025-12-17,2025-12,"活期存款,基金","存款类,投资类",80082
C0054,36-40,中,个体户,保守型,2025-06-24,2025-06,"保险,国债,大额存单","保障类,投资类,存款类",149078
C0022,31-35,中,个体户,稳健型,2025-09-04,2025-09,"定期存款,活期存款,保险","存款类,存款类,保障类",82000
C0283,31-35,中,个体户,稳健型,2025-07-17,2025-07,"理财产品,定期存款","投资类,存款类",183569
C0496,31-35,高,公务员,稳健型,2025-07-25,2025-07,"活期存款,贵金属","存款类,投资类",405656
C0332,46-50,中,企业职员,进取型,2025-11-16,2025-11,"信用卡,股票","信贷类,投资类",248276
C0378,36-40,高,自由职业,进取型,2025-03-12,2025-03,保险,保障类,73362
C0372,31-35,中,企业职员,稳健型,2025-09-23,2025-09,"住房贷款,国债","信贷类,投资类",157627
C0303,31-35,高,公务员,稳健型,2025-01-01,2025-01,"国债,信用卡,活期存款","投资类,信贷类,存款类",742081
C0408,25-30,中,个体户,稳健型,2025-02-02,2025-02,"定期存款,基金","存款类,投资类",235444
C0390,36-40,中,自由职业,进取型,2025-10-07,2025-10,"基金,大额存单","投资类,存款类",60092
C0040,36-40,高,企业职员,进取型,2025-06-28,2025-06,"定期存款,基金","存款类,投资类",549887
C0378,36-40,高,自由职业,进取型,2025-09-22,2025-09,基金,投资类,114538
C0329,36-40,高,公务员,进取型,2025-10-09,2025-10,"基金,住房贷款","投资类,信贷类",343938
C0033,25-30,中,企业职员,保守型,2025-07-22,2025-07,"理财产品,定期存款,活期存款","投资类,存款类,存款类",148896
C0161,25-30,低,企业职员,保守型,2025-01-19,2025-01,"活期存款,信用卡,贵金属","存款类,信贷类,投资类",126125
C0074,41-45,中,企业职员,稳健型,2025-11-24,2025-11,理财产品,投资类,80290
C0042,25-30,中,企业职员,保守型,2025-08-12,2025-08,基金,投资类,139761
C0308,46-50,中,退休人员,保守型,2025-05-17,2025-05,"活期存款,定期存款,年金","存款类,存款类,保障类",127336
C0380,36-40,高,企业职员,进取型,2025-03-18,2025-03,"基金,理财产品,活期存款","投资类,投资类,存款类",476501
C0415,36-40,中,企业职员,稳健型,2025-05-05,2025-05,理财产品,投资类,93112
C0236,31-35,中,个体户,进取型,2025-07-22,2025-07,"国债,贵金属,基金,保险,理财产品","投资类,投资类,投资类,保障类,投资类",321524
C0174,36-40,中,企业职员,稳健型,2025-08-15,2025-08,"大额存单,国债,定期存款,基金","存款类,投资类,存款类,投资类",343443
C0211,25-30,中,企业职员,进取型,2025-09-19,2025-09,"股票,理财产品,活期存款,信托","投资类,投资类,存款类,投资类",284015
C0131,36-40,中,退休人员,进取型,2025-09-25,2025-09,活期存款,存款类,34069
C0121,36-40,中,公务员,稳健型,2025-07-17,2025-07,"信用卡,活期存款,大额存单","信贷类,存款类,存款类",251512
C0072,36-40,低,公务员,稳健型,2025-02-24,2025-02,"贵金属,年金,定期存款,活期存款","投资类,保障类,存款类,存款类",119901
C0095,41-45,低,自由职业,保守型,2025-05-01,2025-05,"定期存款,信用卡,消费贷款,活期存款","存款类,信贷类,信贷类,存款类",225711
C0249,31-35,中,企业职员,保守型,2025-08-05,2025-08,"贵金属,消费贷款,国债","投资类,信贷类,投资类",180374
C0265,41-45,中,公务员,稳健型,2025-08-19,2025-08,信用卡,信贷类,514597
C0171,41-45,中,企业职员,稳健型,2025-12-17,2025-12,信用卡,信贷类,219718
C0338,46-50,低,退休人员,稳健型,2025-08-03,2025-08,"定期存款,保险","存款类,保障类",22321
C0408,25-30,中,个体户,稳健型,2025-02-20,2025-02,"保险,信用卡,消费贷款,住房贷款","保障类,信贷类,信贷类,信贷类",560351
C0028,31-35,低,企业职员,保守型,2025-05-01,2025-05,理财产品,投资类,93825
C0378,36-40,高,自由职业,进取型,2025-12-11,2025-12,"活期存款,信用卡","存款类,信贷类",203031
C0380,36-40,高,企业职员,进取型,2025-09-26,2025-09,"理财产品,信用卡,股票,年金","投资类,信贷类,投资类,保障类",259449
C0447,36-40,高,公务员,进取型,2025-11-14,2025-11,"年金,信托","保障类,投资类",105462
C0307,36-40,中,企业职员,稳健型,2025-09-25,2025-09,股票,投资类,329638
C0468,25-30,中,自由职业,保守型,2025-07-02,2025-07,"股票,年金","投资类,保障类",151224
C0440,46-50,中,企业职员,稳健型,2025-06-12,2025-06,"理财产品,信用卡,信托,保险,活期存款","投资类,信贷类,投资类,保障类,存款类",315806
C0205,36-40,中,企业职员,稳健型,2025-04-19,2025-04,"年金,股票,理财产品","保障类,投资类,投资类",182622
C0005,31-35,中,公务员,稳健型,2025-05-19,2025-05,"国债,信用卡,股票,活期存款,消费贷款","投资类,信贷类,投资类,存款类,信贷类",323939
C0337,41-45,中,企业职员,稳健型,2025-01-01,2025-01,"大额存单,理财产品,国债,信用卡","存款类,投资类,投资类,信贷类",1066504
C0149,31-35,中,自由职业,稳健型,2025-05-07,2025-05,国债,投资类,22362
C0198,36-40,高,企业职员,进取型,2025-11-16,2025-11,"基金,国债","投资类,投资类",446421
C0077,41-45,高,公务员,稳健型,2025-08-08,2025-08,"信托,住房贷款,消费贷款,股票","投资类,信贷类,信贷类,投资类",1255189
C0169,25-30,中,企业职员,进取型,2025-11-07,2025-11,"活期存款,信托,理财产品","存款类,投资类,投资类",144325
C0126,36-40,中,企业职员,进取型,2025-09-17,2025-09,"贵金属,外汇,理财产品","投资类,投资类,投资类",664788
C0341,46-50,中,个体户,稳健型,2025-11-13,2025-11,"基金,保险,消费贷款,活期存款","投资类,保障类,信贷类,存款类",618660
C0232,36-40,低,企业职员,稳健型,2025-02-11,2025-02,"保险,定期存款,贵金属,国债,信用卡","保障类,存款类,投资类,投资类,信贷类",203755
C0387,46-50,中,退休人员,稳健型,2025-07-17,2025-07,"活期存款,贵金属,信用卡","存款类,投资类,信贷类",240167
C0344,41-45,中,企业职员,进取型,2025-03-25,2025-03,"信用卡,理财产品,活期存款","信贷类,投资类,存款类",401640
C0314,25-30,低,公务员,保守型,2025-01-30,2025-01,"信用卡,保险,消费贷款,住房贷款","信贷类,保障类,信贷类,信贷类",210908
C0157,36-40,中,公务员,稳健型,2025-12-26,2025-12,基金,投资类,141990
C0075,41-45,中,个体户,保守型,2025-12-27,2025-12,"住房贷款,理财产品,定期存款,保险,活期存款","信贷类,投资类,存款类,保障类,存款类",417551
C0017,31-35,中,企业职员,进取型,2025-06-26,2025-06,"消费贷款,理财产品,信用卡","信贷类,投资类,信贷类",370622
